"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Mor søker fødsel og mottar sykepenger - opptjening automatisk oppfylt","9825","Mor søker fødsel og mottar sykepenger","","Mon Jun 30 07:32:05 UTC 2025","passed","Mon Jun 30 07:32:15 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Ytelser","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Ytelser","morSøkerFødselMottarSykepenger"
"","6542","Mor søker fødsel med 1 arbeidsforhold","","Mon Jun 30 07:32:26 UTC 2025","passed","Mon Jun 30 07:32:32 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedEttArbeidsforhold"
"Test om logger kritiske feil","8","Test om logger kritiske feil Sjekk Feil i Logger[9] fptilgang","","Mon Jun 30 07:34:02 UTC 2025","passed","Mon Jun 30 07:34:02 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"Førstegangsbehandling til positivt vedtak. Saksbehandler oppretter revurdering manuelt. Overstyrer medlemskap. Vedtaket opphører.","23121","Revurdering opprettet manuelt av saksbehandler.","","Mon Jun 30 07:31:51 UTC 2025","passed","Mon Jun 30 07:32:14 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Revurdering","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Revurdering","opprettRevurderingManuelt"
"Mor søker fødsel overstyrt vilkår adopsjon fra godkjent til avslått","4215","Mor søker fødsel overstyrt vilkår","","Mon Jun 30 07:32:56 UTC 2025","passed","Mon Jun 30 07:33:00 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","morSøkerFødselOverstyrt"
"Mor søker fødsel med mange utsettelseperioder. Hensikten er å sjekke at alle årsaker fungerer.Kun arbeid (og ferie) skal oppgis i IM. Verifiserer på 0 trekkdager for perioder med utsettelserList. Kun perioder som krever dokumentasjon skal bli manuelt behandlet i fakta om uttak. Ingen AP i uttak.","10019","Utsettelse av forskjellige årsaker","","Mon Jun 30 07:32:53 UTC 2025","passed","Mon Jun 30 07:33:03 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.SammenhengendeUttak","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.SammenhengendeUttak","utsettelse_med_avvik"
"","39100","Mor søker fødsel med 2 arbeidsforhold med inntekt over 6G","","Mon Jun 30 07:31:46 UTC 2025","passed","Mon Jun 30 07:32:26 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedToArbeidsforhold"
"Utsettelser og gradering fra førstegangsbehandling skal ikke gå til manuell behandling hvis innenfor søknadsfrist.Førstegangsbehandling avslutter med utsettelserList. Søker sender inn endringssøknad hvor en tar ut 1 uke etter utsettelsen.","19177","Utsettelser og gradering fra førstegangsbehandling skal ikke gå til manuell behandling","","Mon Jun 30 07:32:17 UTC 2025","passed","Mon Jun 30 07:32:36 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.SammenhengendeUttak","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.SammenhengendeUttak","utsettelser_og_gradering_fra_førstegangsbehandling_skal_ikke_gå_til_manuell_behandling_ved_endringssøknad"
"","37355","Mor søker fødsel med 2 arbeidsforhold i samme organisasjon med 1 inntektsmelding","","Mon Jun 30 07:30:51 UTC 2025","passed","Mon Jun 30 07:31:29 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedToArbeidsforholdISammeOrganisasjonEnInntektsmelding"
"Mor søker Omsorgsovertakelse - avvist fordi mor ikke er død","0","Mor søker Omsorgsovertakelse - avvist","","Mon Jun 30 07:32:53 UTC 2025","skipped","Mon Jun 30 07:32:53 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Omsorgsovertakelse","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Omsorgsovertakelse","morSøkerOmsorgsovertakelseAvvist"
"Mor endringssøknad med aksjonspunkt i uttak. Søker for lang mødrekvote for å få aksjonspunkt.Saksbehandler avslår. Mor har også arbeid med arbeidsforholdId i inntektsmelding","17352","Mor endringssøknad med aksjonspunkt i uttak","","Mon Jun 30 07:32:36 UTC 2025","passed","Mon Jun 30 07:32:53 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.SammenhengendeUttak","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.SammenhengendeUttak","endringssøknad_med_aksjonspunkt_i_uttak"
"Mor sin endringssøknad sniker i køen, når far sin behandling venter på IM. Dette skal ikke føre til at far mister til periode som overlapper med mors førstegangssøknad. Mor søker om perioden på nytt får å ta tilbake den tapte perioden.","33747","Mor og far koblet sak, mors endringssøknad sniker","","Mon Jun 30 07:32:27 UTC 2025","passed","Mon Jun 30 07:33:00 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","far_skal_ikke_miste_perioder_til_mor_ved_sniking"
"","7891","Far søker fødsel med aleneomsorg som bekreftes at han har (mor forsvunnet)","","Mon Jun 30 07:33:15 UTC 2025","passed","Mon Jun 30 07:33:23 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","farSøkerFødselAleneomsorgMenErGiftOgBorMedAnnenpart"
"Test om lekker sensitive opplysninger","4223","Test om lekker sensitive opplysninger Sjekk sensitiv logg lekkasje[5] fpoppdrag","","Mon Jun 30 07:34:02 UTC 2025","passed","Mon Jun 30 07:34:06 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkLoggerForPersonopplysninger"
"Mor har foreldrepenger og har 50% stilling i AA-register - som øker til 100% under uttaket med perm som strekker seg forbi mors uttak. Far søker litt fellesperiode/arbeid når a) mor jobber 50% og b) mor jobber 100% men har perm og c) mor jobber 100%. Far skal få aksjonspunkt rundt uttaksdokumentasjon. 2 av 3 perioder skal ha behov for avklaring","12359","Mor og far søker. Krever dokumentasjon når far søker hvor mor er i 50% stilling.","","Mon Jun 30 07:33:23 UTC 2025","passed","Mon Jun 30 07:33:36 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","kreverDokumentasjonBeggeRett"
"Test om logger kritiske feil","78","Test om logger kritiske feil Sjekk Feil i Logger[15] fpdokgen","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:01 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"Mor med kun ytelse på skjæringstidspunktet og dagpenger i opptjeningsperioden","10531","Mor med kun ytelse på skjæringstidspunktet og dagpenger i opptjeningsperioden","","Mon Jun 30 07:32:38 UTC 2025","passed","Mon Jun 30 07:32:49 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","kun_ytelse_med_vurdering_av_besteberegning"
"Sender inn klage på førstegangsbehandling. NFP avslår formkrav (ikke konkret). Beslutter og avslutter.","46931","Klage avvist i formkrav av NFP","","Mon Jun 30 07:30:51 UTC 2025","passed","Mon Jun 30 07:31:38 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Klage","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Klage","avvisFormkravNFP"
"Test om lekker sensitive opplysninger","1305","Test om lekker sensitive opplysninger Sjekk sensitiv logg lekkasje[15] fpdokgen","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:03 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkLoggerForPersonopplysninger"
"","9906","Mor søker fødsel med 1 arbeidsforhold og avvik i beregning","","Mon Jun 30 07:33:15 UTC 2025","passed","Mon Jun 30 07:33:25 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedEttArbeidsforhold_AvvikIBeregning"
"Test om logger kritiske feil","6","Test om logger kritiske feil Sjekk Feil i Logger[12] oracle","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:01 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"Mor søker fødsel og mottar sykepenger og inntekter - opptjening automatisk godkjent","10462","Mor søker fødsel og mottar sykepenger og inntekter","","Mon Jun 30 07:31:55 UTC 2025","passed","Mon Jun 30 07:32:05 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Ytelser","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Ytelser","morSøkerFødselMottarSykepengerOgInntekter"
"Mor søker fødsel med verge - skal få aksjonspunkt om registrering av verge når man er under 18","5925","Mor søker fødsel med verge","","Mon Jun 30 07:33:03 UTC 2025","passed","Mon Jun 30 07:33:09 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","morSøkerFødselMedVerge"
"Medmor søker fødsel - søkand blir avslått fordi søker er medmor","2934","Medmor søker fødsel","","Mon Jun 30 07:32:53 UTC 2025","passed","Mon Jun 30 07:32:56 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","medmorSøkerFødsel"
"Mor søker termin - godkjent happy case","6482","Mor søker termin - godkjent","","Mon Jun 30 07:31:44 UTC 2025","passed","Mon Jun 30 07:31:50 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Termin","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Termin","morSøkerTerminGodkjent"
"Test om lekker sensitive opplysninger","43","Test om lekker sensitive opplysninger Sjekk sensitiv logg lekkasje[13] fpcache","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:01 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkLoggerForPersonopplysninger"
"Test om logger kritiske feil","3","Test om logger kritiske feil Sjekk Feil i Logger[10] postgres","","Mon Jun 30 07:34:02 UTC 2025","passed","Mon Jun 30 07:34:02 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"","6488","Mor søker fødsel med 2 arbeidsforhold i samme organisasjon","","Mon Jun 30 07:33:02 UTC 2025","passed","Mon Jun 30 07:33:09 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedToArbeidsforholdISammeOrganisasjon"
"Behandle klage via NFP - vurdert til medhold","8354","Behandle klage via NFP - medhold","","Mon Jun 30 07:32:28 UTC 2025","passed","Mon Jun 30 07:32:36 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Klage","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Klage","klageMedholdNFP"
"Mor søker termin, men har ikke arbeidsforhold i AAREG. Saksbehandler legger til fiktivt arbeidsforhold","15260","Mor søker fødsel, men har ikke arbeidsforhold i AAREG. Legger til fiktivt arbeidsforhold.","","Mon Jun 30 07:32:02 UTC 2025","passed","Mon Jun 30 07:32:17 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.ArbeidsforholdVarianter","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.ArbeidsforholdVarianter","morSøkerTerminUtenAktiviteterIAareg"
"Mor søker SVP med tre arbeidsforhold - hel, halv og ingen tilrettelegging. Full refusjon","9893","Mor søker SVP med tre arbeidsforhold - hel, halv og ingen tilrettelegging. Full refusjon","","Mon Jun 30 07:33:00 UTC 2025","passed","Mon Jun 30 07:33:10 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.svangerskapspenger.Førstegangsbehandling","no.nav.foreldrepenger.autotest.fpsak.svangerskapspenger.Førstegangsbehandling","mor_søker_svp_tre_arbeidsforhold_hel_halv_og_ingen_tilrettelegging"
"Test om lekker sensitive opplysninger","8761","Test om lekker sensitive opplysninger Sjekk sensitiv logg lekkasje[2] fptilbake","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:10 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkLoggerForPersonopplysninger"
"Mor søker og får innvilget. Far søker og får innvilget rundt fødsel. Far søker utsatt oppstart og blir innvilget uten berørt behandling hos mor.","20295","Koblet sak. Far utsetter oppstart rundt fødsel","","Mon Jun 30 07:33:19 UTC 2025","passed","Mon Jun 30 07:33:40 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","farUtsetterOppstartRundtFødsel"
"Mor søker adopsjon - godkjent happy case","5020","Mor søker adopsjon - godkjent","","Mon Jun 30 07:32:57 UTC 2025","passed","Mon Jun 30 07:33:02 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Adopsjon","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Adopsjon","morSøkerAdopsjonGodkjent"
"Mor søker SVP og FP - revurder SVP, SVP seks uker før termin, FP tre uker før tidligere termin","18905","Mor søker SVP og FP - revurder SVP","","Mon Jun 30 07:33:10 UTC 2025","passed","Mon Jun 30 07:33:29 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.svangerskapspenger.Førstegangsbehandling","no.nav.foreldrepenger.autotest.fpsak.svangerskapspenger.Førstegangsbehandling","revurder_svp_pga_innvilget_fp"
"Fortsatt få avslag på avslåtte perioder pga søknadsfrist i neste revurdering. Bruker papirsøknad for å kunne sette mottatt dato tilbake i tid","59935","Fortsatt få avslag på avslåtte perioder pga søknadsfrist i neste revurdering","","Mon Jun 30 07:30:51 UTC 2025","passed","Mon Jun 30 07:31:51 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Revurdering","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Revurdering","fortsatt_tape_avslåtte_perioder_pga_søknadsfrist_i_revurdering"
"Mor søker Omsorgsovertakelse - godkjent happy case","0","Mor søker Omsorgsovertakelse - godkjent","","Mon Jun 30 07:32:53 UTC 2025","skipped","Mon Jun 30 07:32:53 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Omsorgsovertakelse","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Omsorgsovertakelse","MorSøkerOmsorgsovertakelseGodkjent"
"Behandle klage via NFP - medhold av NFP avvist av beslutter send tilbake til NFP vurdert til delvist gunst","9600","Behandle klage via NFP - avvist av beslutter","","Mon Jun 30 07:32:36 UTC 2025","passed","Mon Jun 30 07:32:46 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Klage","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Klage","avvistAvBelutterNFP"
"Mor søker og saken blir behandlet før inntektsmelding er mottat basert på data fra inntektskomponenten, så mottas inntektsmeldingen","12316","Mor søker sak behandlet før inntektsmelding mottatt","","Mon Jun 30 07:32:40 UTC 2025","passed","Mon Jun 30 07:32:53 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Termin","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Termin","MorSøkerMedEttArbeidsforholdInntektsmeldingPåGjennopptattSøknad"
"Far søker adopsjon av ektefelles barn fører til avvist behandling","4610","Far søker adopsjon av ektefelles barn","","Mon Jun 30 07:32:55 UTC 2025","passed","Mon Jun 30 07:33:00 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Adopsjon","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Adopsjon","farSøkerAdopsjonAvvist"
"Test om lekker sensitive opplysninger","9059","Test om lekker sensitive opplysninger Sjekk sensitiv logg lekkasje[3] fpkalkulus","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:10 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkLoggerForPersonopplysninger"
"Mor søker og får innvilget. Far søker med to uker overlapp med mor (stjeling) og ifm fødsel. Far får innvilget. Berørt sak opprettes på mor. Siste periode blir spittet i to og siste del blir avlsått. Det opprettes ikkeberørt sak på far.","12024","Far og mor søker fødsel med overlappende uttaksperiode","","Mon Jun 30 07:33:25 UTC 2025","passed","Mon Jun 30 07:33:37 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","farOgMor_fødsel_ettArbeidsforholdHver_overlappendePeriode"
"","9295","Mor søker fødsel med full AAP og et arbeidsforhold som tilkommer etter skjæringstidspunktet","","Mon Jun 30 07:31:48 UTC 2025","passed","Mon Jun 30 07:31:57 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","morSøkerFødselMedFullAAPOgArbeidsforhold"
"Test om logger kritiske feil","348","Test om logger kritiske feil Sjekk Feil i Logger[2] fptilbake","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:01 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"Sender inn søknad mor. Sender inn søknad far uten overlapp. Sender inn endringssøknad far med fri utsettelserList og uttaksperioder med start senere. Sender inn IM","29306","Koblet sak. Far utsetter fra start med senere uttaksdato","","Mon Jun 30 07:31:57 UTC 2025","passed","Mon Jun 30 07:32:27 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","kobletSakFarUtsetterStartdato"
"Mor søker fødsel med ett arbeidsforhold og frilans. Vurder opptjening. Vurder fakta om beregning. Avvik i beregning","10219","Mor fødsel med arbeidsforhold og frilans. Vurderer opptjening og beregning. Finner avvik","","Mon Jun 30 07:32:52 UTC 2025","passed","Mon Jun 30 07:33:02 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedEttArbeidsforholdOgFrilans_VurderOpptjening_VurderFaktaOmBeregning_AvvikIBeregning"
"","14572","Mor med for sent refusjonskrav.","","Mon Jun 30 07:32:05 UTC 2025","passed","Mon Jun 30 07:32:19 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","morFødselForSentRefusjonskrav"
"Mor sender inn førstegangssøknad som ferdigbehandles før far sender inn søknad uten overlapp. Far sin sak ferdigbehandles. Far tar deretter å sender inn en endringssøknad for å gi fra seg alle innvilgede periodene. Etter dette så sender far inn en ny førstegangssøknad, med senere start.","33799","Koblet sak. Far utsetter alt/gir fra seg alt. Far ny 1gang","","Mon Jun 30 07:33:00 UTC 2025","passed","Mon Jun 30 07:33:34 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.MorOgFarSammen","kobletSakFarUtsetterAlt"
"Behandle innsyn for mor - godkjent happy case","5121","Behandle innsyn for mor - godkjent","","Mon Jun 30 07:32:23 UTC 2025","passed","Mon Jun 30 07:32:28 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Innsyn","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Innsyn","behandleInnsynMorGodkjent"
"Mor er SN som søker gradering og har arbeidsgiver som søker refusjon over 6G","17988","SN med gradering og Arbeidsforhold med refusjon over 6G","","Mon Jun 30 07:31:30 UTC 2025","passed","Mon Jun 30 07:31:48 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.BeregningVerdikjede","SN_med_gradering_og_arbeidsforhold_som_søker_refusjon_over_6G"
"Sender inn klage på førstegangsbehandling. Bekrefter medhold i Ugunst hos NFP. Beslutter og avslutter.","16840","Klage med Medhold Ugunst NFP","","Mon Jun 30 07:31:38 UTC 2025","passed","Mon Jun 30 07:31:55 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Klage","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Klage","klageMedholUgunstNFP"
"Mor søker SVP med to arbeidsforhold, fire uke før termin, hel tilrettelegging","9148","Mor søker SVP med to arbeidsforhold - hel tilrettelegging","","Mon Jun 30 07:32:51 UTC 2025","passed","Mon Jun 30 07:33:00 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.svangerskapspenger.Førstegangsbehandling","no.nav.foreldrepenger.autotest.fpsak.svangerskapspenger.Førstegangsbehandling","morSøkerSvp_HelTilrettelegging_FireUkerFørTermin_ToArbeidsforholdFraUlikeVirksomheter"
"Test om logger kritiske feil","165","Test om logger kritiske feil Sjekk Feil i Logger[6] fpabakus","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:02 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"Mor søker termin 25 dager etter fødsel - Får aksjonpunkt om manglende fødsel - godkjent","5051","Mor søker termin 25 dager etter fødsel","","Mon Jun 30 07:31:54 UTC 2025","passed","Mon Jun 30 07:31:59 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Termin","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Termin","morSøkerTermin25DagerTilbakeITid"
"Test om lekker sensitive opplysninger","1","Test om lekker sensitive opplysninger Sjekk sensitiv logg lekkasje[12] oracle","","Mon Jun 30 07:34:03 UTC 2025","passed","Mon Jun 30 07:34:03 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkLoggerForPersonopplysninger"
"Test om logger kritiske feil","259","Test om logger kritiske feil Sjekk Feil i Logger[4] fpformidling","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:02 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
"Mor søker fødsel med flere barn - happy case flere barn","3467","Mor søker fødsel med flere barn","","Mon Jun 30 07:33:09 UTC 2025","passed","Mon Jun 30 07:33:12 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","morSøkerFødselFlereBarn"
"Mor søker fødsel - avvist fordi dokumentasjon mangler og barn er ikke registrert i tps","4571","Mor søker fødsel - avvist","","Mon Jun 30 07:33:12 UTC 2025","passed","Mon Jun 30 07:33:17 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","no.nav.foreldrepenger.autotest.fpsak.engangsstonad.Fodsel","morSøkerFødselAvvist"
"","13919","Mor søker fødsel med 1 arbeidsforhold, Papirsøkand","","Mon Jun 30 07:33:21 UTC 2025","passed","Mon Jun 30 07:33:35 UTC 2025","","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","no.nav.foreldrepenger.autotest.fpsak.foreldrepenger.Fodsel","morSøkerFødselMedEttArbeidsforhold_papirsøknad"
"Test om logger kritiske feil","1704","Test om logger kritiske feil Sjekk Feil i Logger[1] fpsak","","Mon Jun 30 07:34:01 UTC 2025","passed","Mon Jun 30 07:34:03 UTC 2025","","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","no.nav.foreldrepenger.autotest.teknisk.logg.LoggTest","sjekkFeilILogger"
